IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-24,2020,4,27,36,-2,5,SUNNY
1-1-1-24,2020,4,28,12,-8,10,SNOWY
1-1-1-24,2020,5,1,-4,-7,10,SNOWY
1-1-1-24,2020,5,2,3,-2,6,RAINY
1-1-1-24,2020,5,3,20,11,12,RAINY
1-1-1-24,2020,5,4,23,-9,6,SUNNY
1-1-1-24,2020,5,5,14,11,1,SNOWY
1-1-1-24,2020,5,6,40,30,11,SNOWY
1-1-1-24,2020,5,7,1,-6,6,RAINY
1-1-1-24,2020,5,8,8,7,5,SUNNY
1-1-1-24,2020,5,9,38,6,7,CLOUDY
1-1-1-24,2020,5,10,17,-8,11,CLOUDY
1-1-1-24,2020,5,11,21,-7,7,RAINY
1-1-1-24,2020,5,12,43,3,3,SUNNY
1-1-1-24,2020,5,13,24,0,6,CLOUDY
1-1-1-24,2020,5,14,31,18,10,CLOUDY
1-1-1-24,2020,5,15,14,-8,11,SNOWY
1-1-1-24,2020,5,16,-4,-7,6,RAINY
1-1-1-24,2020,5,17,42,30,4,RAINY
1-1-1-24,2020,5,18,8,-4,8,CLOUDY
1-1-1-24,2020,5,19,10,3,3,SNOWY
1-1-1-24,2020,5,20,2,-6,11,RAINY
1-1-1-24,2020,5,21,-3,-5,10,RAINY
1-1-1-24,2020,5,22,19,-5,10,CLOUDY
1-1-1-24,2020,5,23,41,-5,0,CLOUDY
1-1-1-24,2020,5,24,-10,-10,4,RAINY
1-1-1-24,2020,5,25,34,0,11,RAINY
1-1-1-24,2020,5,26,38,7,0,CLOUDY
1-1-1-24,2020,5,27,2,-9,0,CLOUDY
1-1-1-24,2020,5,28,40,-5,0,SUNNY
1-1-1-24,2020,6,1,22,9,4,RAINY
1-1-1-24,2020,6,2,49,10,3,RAINY
1-1-1-24,2020,6,3,46,31,11,SNOWY
1-1-1-24,2020,6,4,32,25,10,RAINY
1-1-1-24,2020,6,5,35,21,11,RAINY
1-1-1-24,2020,6,6,5,2,7,SUNNY
1-1-1-24,2020,6,7,43,40,0,RAINY
1-1-1-24,2020,6,8,18,13,10,RAINY
1-1-1-24,2020,6,9,0,0,3,RAINY
1-1-1-24,2020,6,10,-4,-7,6,SUNNY
1-1-1-24,2020,6,11,8,-7,6,SUNNY
1-1-1-24,2020,6,12,40,0,8,CLOUDY
1-1-1-24,2020,6,13,7,3,0,SNOWY
1-1-1-24,2020,6,14,14,13,2,SNOWY
1-1-1-24,2020,6,15,-1,-6,8,SNOWY
1-1-1-24,2020,6,16,44,25,8,SNOWY
1-1-1-24,2020,6,17,2,-6,1,RAINY
1-1-1-24,2020,6,18,32,8,1,CLOUDY
1-1-1-24,2020,6,19,33,-10,12,SUNNY
1-1-1-24,2020,6,20,12,0,3,SNOWY
1-1-1-24,2020,6,21,14,6,1,CLOUDY
1-1-1-24,2020,6,22,-10,-10,6,CLOUDY
1-1-1-24,2020,6,23,26,16,7,SNOWY
1-1-1-24,2020,6,24,29,12,6,SNOWY
1-1-1-24,2020,6,25,44,19,11,CLOUDY
1-1-1-24,2020,6,26,13,1,2,CLOUDY
1-1-1-24,2020,6,27,20,6,12,RAINY
1-1-1-24,2020,6,28,22,-7,4,CLOUDY
1-1-1-24,2020,7,1,15,13,2,CLOUDY
1-1-1-24,2020,7,2,-7,-9,3,SUNNY
1-1-1-24,2020,7,3,9,8,9,CLOUDY
1-1-1-24,2020,7,4,43,27,4,CLOUDY
1-1-1-24,2020,7,5,-6,-8,11,SUNNY
1-1-1-24,2020,7,6,50,30,3,RAINY
1-1-1-24,2020,7,7,50,18,0,SUNNY
1-1-1-24,2020,7,8,36,29,12,SUNNY
1-1-1-24,2020,7,9,23,13,3,SUNNY
1-1-1-24,2020,7,10,13,2,2,RAINY
1-1-1-24,2020,7,11,13,-6,3,CLOUDY
1-1-1-24,2020,7,12,20,20,4,SUNNY
1-1-1-24,2020,7,13,6,3,4,RAINY
1-1-1-24,2020,7,14,-8,-10,8,CLOUDY
1-1-1-24,2020,7,15,11,-3,12,CLOUDY
1-1-1-24,2020,7,16,0,0,5,SNOWY
1-1-1-24,2020,7,17,13,-5,1,SNOWY
1-1-1-24,2020,7,18,5,-2,5,CLOUDY
1-1-1-24,2020,7,19,31,31,5,RAINY
1-1-1-24,2020,7,20,43,37,11,RAINY
1-1-1-24,2020,7,21,39,25,6,SNOWY
1-1-1-24,2020,7,22,10,-5,3,CLOUDY
1-1-1-24,2020,7,23,23,20,5,RAINY
1-1-1-24,2020,7,24,36,25,0,CLOUDY
1-1-1-24,2020,7,25,1,-7,0,SUNNY
1-1-1-24,2020,7,26,50,-8,5,CLOUDY
1-1-1-24,2020,7,27,45,11,7,SNOWY
1-1-1-24,2020,7,28,-5,-7,6,RAINY
1-1-1-24,2020,8,1,49,7,9,RAINY
1-1-1-24,2020,8,2,9,2,11,SNOWY
1-1-1-24,2020,8,3,14,4,1,CLOUDY
1-1-1-24,2020,8,4,-6,-7,1,RAINY
1-1-1-24,2020,8,5,-5,-9,6,RAINY
1-1-1-24,2020,8,6,10,-1,9,RAINY
1-1-1-24,2020,8,7,21,21,5,CLOUDY
1-1-1-24,2020,8,8,-7,-8,10,RAINY
1-1-1-24,2020,8,9,29,-9,3,CLOUDY
1-1-1-24,2020,8,10,14,-9,10,SNOWY
1-1-1-24,2020,8,11,15,-4,11,CLOUDY
1-1-1-24,2020,8,12,4,-6,6,SNOWY
1-1-1-24,2020,8,13,29,13,5,SUNNY
1-1-1-24,2020,8,14,35,3,7,RAINY
1-1-1-24,2020,8,15,9,-2,1,SNOWY
1-1-1-24,2020,8,16,34,33,9,SUNNY
1-1-1-24,2020,8,17,28,6,12,SNOWY
1-1-1-24,2020,8,18,-7,-9,5,SUNNY
1-1-1-24,2020,8,19,28,-2,9,SUNNY
1-1-1-24,2020,8,20,32,2,5,RAINY
1-1-1-24,2020,8,21,-8,-9,9,SUNNY
1-1-1-24,2020,8,22,17,-5,12,CLOUDY
1-1-1-24,2020,8,23,21,1,9,RAINY
1-1-1-24,2020,8,24,27,11,3,SUNNY
1-1-1-24,2020,8,25,2,-9,5,CLOUDY
1-1-1-24,2020,8,26,18,10,3,RAINY
1-1-1-24,2020,8,27,14,-8,7,RAINY
1-1-1-24,2020,8,28,-8,-9,10,SUNNY
1-1-1-24,2020,9,1,1,-1,0,SNOWY
1-1-1-24,2020,9,2,12,2,6,RAINY
1-1-1-24,2020,9,3,7,-1,5,SNOWY
1-1-1-24,2020,9,4,-9,-10,12,SNOWY
1-1-1-24,2020,9,5,22,18,5,CLOUDY
1-1-1-24,2020,9,6,5,-5,11,SUNNY
1-1-1-24,2020,9,7,36,-7,3,SNOWY
1-1-1-24,2020,9,8,17,2,11,RAINY
1-1-1-24,2020,9,9,6,6,7,SUNNY
1-1-1-24,2020,9,10,8,-3,0,SNOWY
1-1-1-24,2020,9,11,14,-4,2,RAINY
1-1-1-24,2020,9,12,-7,-8,9,SUNNY
1-1-1-24,2020,9,13,25,-3,11,CLOUDY
1-1-1-24,2020,9,14,-7,-9,12,RAINY
1-1-1-24,2020,9,15,-5,-9,6,RAINY
1-1-1-24,2020,9,16,11,1,7,RAINY
1-1-1-24,2020,9,17,48,2,9,SNOWY
1-1-1-24,2020,9,18,9,-3,12,SUNNY
1-1-1-24,2020,9,19,11,-4,0,SUNNY
1-1-1-24,2020,9,20,15,-7,1,SUNNY
1-1-1-24,2020,9,21,29,-8,12,CLOUDY
1-1-1-24,2020,9,22,48,20,7,CLOUDY
1-1-1-24,2020,9,23,-5,-8,0,CLOUDY
1-1-1-24,2020,9,24,-2,-7,10,SNOWY
1-1-1-24,2020,9,25,14,14,7,SUNNY
1-1-1-24,2020,9,26,-6,-7,10,SUNNY
1-1-1-24,2020,9,27,13,-1,3,SUNNY
1-1-1-24,2020,9,28,-9,-10,1,SUNNY
1-1-1-24,2020,10,1,46,7,11,SUNNY
1-1-1-24,2020,10,2,5,2,5,CLOUDY
1-1-1-24,2020,10,3,0,-3,6,SUNNY
1-1-1-24,2020,10,4,17,-2,6,SUNNY
1-1-1-24,2020,10,5,16,-10,3,SUNNY
1-1-1-24,2020,10,6,11,-4,5,SNOWY
1-1-1-24,2020,10,7,-4,-5,1,CLOUDY
1-1-1-24,2020,10,8,6,-5,4,CLOUDY
1-1-1-24,2020,10,9,4,-4,2,RAINY
1-1-1-24,2020,10,10,18,12,3,SUNNY
1-1-1-24,2020,10,11,39,35,8,SUNNY
1-1-1-24,2020,10,12,4,-7,3,SNOWY
1-1-1-24,2020,10,13,40,11,1,CLOUDY
1-1-1-24,2020,10,14,35,11,1,CLOUDY
1-1-1-24,2020,10,15,7,-1,7,SNOWY
1-1-1-24,2020,10,16,6,-7,4,CLOUDY
1-1-1-24,2020,10,17,-10,-10,4,RAINY
1-1-1-24,2020,10,18,-7,-10,9,RAINY
1-1-1-24,2020,10,19,31,8,1,SUNNY
1-1-1-24,2020,10,20,41,27,3,SUNNY
1-1-1-24,2020,10,21,-8,-10,9,RAINY
1-1-1-24,2020,10,22,-2,-6,7,RAINY
1-1-1-24,2020,10,23,-8,-9,5,RAINY
1-1-1-24,2020,10,24,9,5,9,SNOWY
1-1-1-24,2020,10,25,23,-3,11,SUNNY
1-1-1-24,2020,10,26,12,8,5,RAINY
1-1-1-24,2020,10,27,-10,-10,3,SUNNY
1-1-1-24,2020,10,28,9,-3,10,RAINY
1-1-1-24,2020,11,1,16,0,9,RAINY
1-1-1-24,2020,11,2,-9,-10,4,SUNNY
1-1-1-24,2020,11,3,27,-2,6,SNOWY
1-1-1-24,2020,11,4,25,23,5,SNOWY
1-1-1-24,2020,11,5,30,22,8,RAINY
1-1-1-24,2020,11,6,-6,-8,12,SUNNY
1-1-1-24,2020,11,7,13,-1,0,RAINY
1-1-1-24,2020,11,8,0,-8,1,SUNNY
1-1-1-24,2020,11,9,21,-4,3,CLOUDY
1-1-1-24,2020,11,10,22,3,1,RAINY
1-1-1-24,2020,11,11,25,23,3,CLOUDY
1-1-1-24,2020,11,12,26,12,8,SNOWY
1-1-1-24,2020,11,13,29,2,5,SUNNY
1-1-1-24,2020,11,14,-10,-10,4,RAINY
1-1-1-24,2020,11,15,38,31,4,RAINY
1-1-1-24,2020,11,16,35,13,4,SUNNY
1-1-1-24,2020,11,17,-6,-10,11,RAINY
1-1-1-24,2020,11,18,5,5,9,SNOWY
1-1-1-24,2020,11,19,6,6,7,CLOUDY
1-1-1-24,2020,11,20,29,11,11,SUNNY
1-1-1-24,2020,11,21,2,1,1,CLOUDY
1-1-1-24,2020,11,22,1,-7,3,SNOWY
1-1-1-24,2020,11,23,8,-5,12,SUNNY
1-1-1-24,2020,11,24,-4,-10,10,RAINY
1-1-1-24,2020,11,25,-6,-7,1,RAINY
1-1-1-24,2020,11,26,36,34,5,SUNNY
1-1-1-24,2020,11,27,41,-3,6,RAINY
1-1-1-24,2020,11,28,6,0,7,CLOUDY
1-1-1-24,2020,12,1,42,14,5,CLOUDY
1-1-1-24,2020,12,2,6,3,7,RAINY
1-1-1-24,2020,12,3,6,0,9,RAINY
1-1-1-24,2020,12,4,23,2,1,SUNNY
1-1-1-24,2020,12,5,-6,-8,1,SNOWY
1-1-1-24,2020,12,6,15,5,10,RAINY
1-1-1-24,2020,12,7,29,-6,7,CLOUDY
1-1-1-24,2020,12,8,7,-8,7,CLOUDY
1-1-1-24,2020,12,9,41,-10,9,SNOWY
1-1-1-24,2020,12,10,3,-10,4,CLOUDY
1-1-1-24,2020,12,11,-2,-3,9,RAINY
1-1-1-24,2020,12,12,28,9,6,CLOUDY
1-1-1-24,2020,12,13,17,-8,8,SNOWY
1-1-1-24,2020,12,14,34,6,8,RAINY
1-1-1-24,2020,12,15,9,9,9,CLOUDY
1-1-1-24,2020,12,16,-3,-7,10,CLOUDY
1-1-1-24,2020,12,17,11,-5,11,SUNNY
1-1-1-24,2020,12,18,24,-10,12,SNOWY
1-1-1-24,2020,12,19,37,21,7,RAINY
1-1-1-24,2020,12,20,12,8,6,RAINY
1-1-1-24,2020,12,21,44,37,1,SUNNY
1-1-1-24,2020,12,22,23,1,2,CLOUDY
1-1-1-24,2020,12,23,41,39,12,CLOUDY
1-1-1-24,2020,12,24,39,-4,5,CLOUDY
1-1-1-24,2020,12,25,35,26,10,SNOWY
1-1-1-24,2020,12,26,26,17,9,CLOUDY
1-1-1-24,2020,12,27,-7,-8,12,CLOUDY
1-1-1-24,2020,12,28,12,7,6,RAINY
1-1-1-25,2020,1,1,13,0,4,SNOWY
1-1-1-25,2020,1,2,23,21,11,SUNNY
1-1-1-25,2020,1,3,37,16,9,SNOWY
1-1-1-25,2020,1,4,36,29,2,SNOWY
1-1-1-25,2020,1,5,34,3,7,RAINY
1-1-1-25,2020,1,6,41,35,1,SNOWY
1-1-1-25,2020,1,7,50,46,7,RAINY
1-1-1-25,2020,1,8,-9,-10,3,SUNNY
1-1-1-25,2020,1,9,1,-3,5,SUNNY
1-1-1-25,2020,1,10,25,7,0,SNOWY
1-1-1-25,2020,1,11,50,46,11,SNOWY
1-1-1-25,2020,1,12,42,8,11,RAINY
1-1-1-25,2020,1,13,-8,-10,12,CLOUDY
1-1-1-25,2020,1,14,4,-6,1,SUNNY
1-1-1-25,2020,1,15,8,8,2,RAINY
1-1-1-25,2020,1,16,32,18,2,SUNNY
1-1-1-25,2020,1,17,-10,-10,7,SUNNY
1-1-1-25,2020,1,18,44,3,3,CLOUDY
1-1-1-25,2020,1,19,13,11,6,SUNNY
1-1-1-25,2020,1,20,14,-3,2,RAINY
1-1-1-25,2020,1,21,-5,-8,3,SUNNY
1-1-1-25,2020,1,22,14,7,5,RAINY
1-1-1-25,2020,1,23,35,1,0,SNOWY
1-1-1-25,2020,1,24,44,-1,2,SNOWY
1-1-1-25,2020,1,25,38,8,5,RAINY
1-1-1-25,2020,1,26,44,38,3,RAINY
1-1-1-25,2020,1,27,16,-1,6,SNOWY
1-1-1-25,2020,1,28,-10,-10,12,SUNNY
1-1-1-25,2020,2,1,13,13,10,RAINY
1-1-1-25,2020,2,2,10,-8,0,SUNNY
1-1-1-25,2020,2,3,17,7,11,RAINY
1-1-1-25,2020,2,4,14,-7,11,CLOUDY
1-1-1-25,2020,2,5,46,12,0,SNOWY
1-1-1-25,2020,2,6,48,22,5,SUNNY
1-1-1-25,2020,2,7,27,4,9,SUNNY
1-1-1-25,2020,2,8,4,-5,8,SNOWY
1-1-1-25,2020,2,9,9,2,4,CLOUDY
1-1-1-25,2020,2,10,27,-9,11,SUNNY
1-1-1-25,2020,2,11,-8,-9,11,SUNNY
1-1-1-25,2020,2,12,-5,-6,1,SUNNY
1-1-1-25,2020,2,13,40,20,1,SUNNY
1-1-1-25,2020,2,14,42,25,1,CLOUDY
1-1-1-25,2020,2,15,46,26,12,RAINY
1-1-1-25,2020,2,16,4,-8,4,SUNNY
1-1-1-25,2020,2,17,12,-6,3,SUNNY
1-1-1-25,2020,2,18,33,10,12,CLOUDY
1-1-1-25,2020,2,19,29,10,0,SNOWY
1-1-1-25,2020,2,20,47,45,1,SNOWY
1-1-1-25,2020,2,21,28,-7,4,CLOUDY
1-1-1-25,2020,2,22,50,12,10,SUNNY
1-1-1-25,2020,2,23,38,-10,5,SNOWY
1-1-1-25,2020,2,24,11,3,8,SNOWY
1-1-1-25,2020,2,25,25,21,4,CLOUDY
1-1-1-25,2020,2,26,49,46,4,RAINY
1-1-1-25,2020,2,27,33,23,12,SUNNY
1-1-1-25,2020,2,28,44,36,12,SUNNY
1-1-1-25,2020,3,1,3,-6,12,RAINY
1-1-1-25,2020,3,2,19,12,5,RAINY
1-1-1-25,2020,3,3,36,19,1,CLOUDY
1-1-1-25,2020,3,4,38,27,3,CLOUDY
1-1-1-25,2020,3,5,18,-10,5,CLOUDY
1-1-1-25,2020,3,6,1,1,7,SUNNY
1-1-1-25,2020,3,7,7,4,1,RAINY
1-1-1-25,2020,3,8,48,30,11,SNOWY
1-1-1-25,2020,3,9,6,3,7,SNOWY
1-1-1-25,2020,3,10,18,18,8,RAINY
1-1-1-25,2020,3,11,-6,-10,0,RAINY
1-1-1-25,2020,3,12,27,3,9,SUNNY
1-1-1-25,2020,3,13,1,-10,7,SNOWY
1-1-1-25,2020,3,14,19,-6,8,CLOUDY
1-1-1-25,2020,3,15,-7,-10,8,SNOWY
1-1-1-25,2020,3,16,20,13,11,CLOUDY
1-1-1-25,2020,3,17,41,38,6,RAINY
1-1-1-25,2020,3,18,22,21,7,CLOUDY
1-1-1-25,2020,3,19,35,21,10,SUNNY
1-1-1-25,2020,3,20,22,14,5,CLOUDY
1-1-1-25,2020,3,21,18,-5,9,CLOUDY
1-1-1-25,2020,3,22,-1,-4,1,SNOWY
1-1-1-25,2020,3,23,17,-5,11,SNOWY
1-1-1-25,2020,3,24,17,11,1,SNOWY
1-1-1-25,2020,3,25,1,-8,9,CLOUDY
1-1-1-25,2020,3,26,23,17,0,SNOWY
1-1-1-25,2020,3,27,42,19,10,SUNNY
1-1-1-25,2020,3,28,39,8,2,CLOUDY
1-1-1-25,2020,4,1,-3,-8,4,SUNNY
1-1-1-25,2020,4,2,48,45,5,SUNNY
1-1-1-25,2020,4,3,38,18,9,CLOUDY
1-1-1-25,2020,4,4,13,0,12,SNOWY
1-1-1-25,2020,4,5,33,22,12,SNOWY
1-1-1-25,2020,4,6,40,29,9,SUNNY
1-1-1-25,2020,4,7,11,6,5,SNOWY
1-1-1-25,2020,4,8,-6,-8,5,SUNNY
1-1-1-25,2020,4,9,25,24,5,SNOWY
1-1-1-25,2020,4,10,37,19,2,CLOUDY
1-1-1-25,2020,4,11,31,-9,0,RAINY
1-1-1-25,2020,4,12,21,-5,7,SNOWY
1-1-1-25,2020,4,13,27,-1,5,SNOWY
1-1-1-25,2020,4,14,12,-7,3,SUNNY
1-1-1-25,2020,4,15,49,42,12,RAINY
1-1-1-25,2020,4,16,27,17,3,SUNNY
1-1-1-25,2020,4,17,48,36,8,SNOWY
1-1-1-25,2020,4,18,44,31,12,SNOWY
1-1-1-25,2020,4,19,-4,-7,0,CLOUDY
1-1-1-25,2020,4,20,-7,-10,5,SUNNY
1-1-1-25,2020,4,21,-7,-10,2,SNOWY
1-1-1-25,2020,4,22,30,-5,0,SUNNY
1-1-1-25,2020,4,23,36,30,9,RAINY
1-1-1-25,2020,4,24,44,37,2,SUNNY
1-1-1-25,2020,4,25,-9,-10,8,SUNNY
1-1-1-25,2020,4,26,-2,-7,12,SUNNY
1-1-1-25,2020,4,27,32,31,9,CLOUDY
1-1-1-25,2020,4,28,12,-6,10,SNOWY
1-1-1-25,2020,5,1,22,15,11,SUNNY
1-1-1-25,2020,5,2,16,-5,9,SNOWY
1-1-1-25,2020,5,3,13,13,0,CLOUDY
1-1-1-25,2020,5,4,50,14,5,RAINY
1-1-1-25,2020,5,5,5,-5,12,CLOUDY
1-1-1-25,2020,5,6,16,13,9,CLOUDY
1-1-1-25,2020,5,7,37,37,4,SNOWY
1-1-1-25,2020,5,8,-3,-9,4,SUNNY
1-1-1-25,2020,5,9,36,28,6,SNOWY
1-1-1-25,2020,5,10,31,7,5,SNOWY
1-1-1-25,2020,5,11,20,-9,5,RAINY
1-1-1-25,2020,5,12,23,4,1,SNOWY
1-1-1-25,2020,5,13,-7,-8,10,CLOUDY
1-1-1-25,2020,5,14,27,-1,1,CLOUDY
1-1-1-25,2020,5,15,30,18,7,SNOWY
1-1-1-25,2020,5,16,34,34,3,SUNNY
1-1-1-25,2020,5,17,26,-9,3,SUNNY
1-1-1-25,2020,5,18,31,8,2,SNOWY
1-1-1-25,2020,5,19,38,18,0,CLOUDY
1-1-1-25,2020,5,20,20,19,10,CLOUDY
1-1-1-25,2020,5,21,6,-9,6,CLOUDY
1-1-1-25,2020,5,22,4,-4,8,CLOUDY
1-1-1-25,2020,5,23,38,35,0,RAINY
1-1-1-25,2020,5,24,-2,-6,2,CLOUDY
1-1-1-25,2020,5,25,13,7,8,CLOUDY
1-1-1-25,2020,5,26,27,-7,8,RAINY
1-1-1-25,2020,5,27,5,-7,8,SNOWY
1-1-1-25,2020,5,28,8,-9,1,SNOWY
1-1-1-25,2020,6,1,4,0,10,SUNNY
1-1-1-25,2020,6,2,2,-6,9,CLOUDY
1-1-1-25,2020,6,3,11,-6,6,SNOWY
1-1-1-25,2020,6,4,1,-7,8,RAINY
1-1-1-25,2020,6,5,35,1,6,SUNNY
1-1-1-25,2020,6,6,44,40,1,SUNNY
1-1-1-25,2020,6,7,22,18,12,CLOUDY
1-1-1-25,2020,6,8,49,3,5,CLOUDY
1-1-1-25,2020,6,9,18,18,4,CLOUDY
1-1-1-25,2020,6,10,47,5,11,SUNNY
1-1-1-25,2020,6,11,1,-6,6,CLOUDY
1-1-1-25,2020,6,12,-9,-10,11,RAINY
1-1-1-25,2020,6,13,-3,-7,7,SUNNY
1-1-1-25,2020,6,14,-2,-4,11,RAINY
1-1-1-25,2020,6,15,-5,-8,9,RAINY
1-1-1-25,2020,6,16,21,-2,8,CLOUDY
1-1-1-25,2020,6,17,34,28,11,CLOUDY
1-1-1-25,2020,6,18,24,-7,2,SUNNY
1-1-1-25,2020,6,19,9,-2,6,SUNNY
1-1-1-25,2020,6,20,-7,-9,12,SNOWY
1-1-1-25,2020,6,21,35,2,1,SUNNY
1-1-1-25,2020,6,22,6,2,11,SUNNY
1-1-1-25,2020,6,23,45,42,0,SUNNY
1-1-1-25,2020,6,24,12,6,4,RAINY
1-1-1-25,2020,6,25,32,26,2,RAINY
1-1-1-25,2020,6,26,29,13,12,SUNNY
1-1-1-25,2020,6,27,14,7,1,SNOWY
1-1-1-25,2020,6,28,-7,-9,10,SNOWY
1-1-1-25,2020,7,1,46,-9,6,RAINY
1-1-1-25,2020,7,2,30,2,12,SUNNY
1-1-1-25,2020,7,3,8,6,2,RAINY
1-1-1-25,2020,7,4,-1,-5,11,SUNNY
1-1-1-25,2020,7,5,30,-1,7,SUNNY
1-1-1-25,2020,7,6,14,-6,12,SUNNY
1-1-1-25,2020,7,7,6,-9,3,SNOWY
1-1-1-25,2020,7,8,14,-4,4,SUNNY
1-1-1-25,2020,7,9,21,7,3,CLOUDY
1-1-1-25,2020,7,10,-9,-10,1,SUNNY
1-1-1-25,2020,7,11,11,-6,11,SUNNY
1-1-1-25,2020,7,12,10,-10,10,SUNNY
1-1-1-25,2020,7,13,8,-1,8,SNOWY
1-1-1-25,2020,7,14,12,-2,7,SNOWY
1-1-1-25,2020,7,15,25,25,10,SUNNY
1-1-1-25,2020,7,16,13,-7,6,CLOUDY
1-1-1-25,2020,7,17,21,18,1,SUNNY
1-1-1-25,2020,7,18,10,10,3,RAINY
1-1-1-25,2020,7,19,46,-4,8,SNOWY
1-1-1-25,2020,7,20,22,13,7,SNOWY
1-1-1-25,2020,7,21,-8,-9,0,SUNNY
1-1-1-25,2020,7,22,43,31,5,SUNNY
1-1-1-25,2020,7,23,12,-8,5,SUNNY
1-1-1-25,2020,7,24,28,-8,8,RAINY
1-1-1-25,2020,7,25,36,36,2,SUNNY
1-1-1-25,2020,7,26,12,10,9,RAINY
1-1-1-25,2020,7,27,20,9,3,RAINY
1-1-1-25,2020,7,28,14,-2,0,CLOUDY
1-1-1-25,2020,8,1,22,13,4,SUNNY
1-1-1-25,2020,8,2,33,28,1,SUNNY
1-1-1-25,2020,8,3,32,31,2,CLOUDY
1-1-1-25,2020,8,4,31,16,0,SNOWY
1-1-1-25,2020,8,5,2,-7,9,SNOWY
1-1-1-25,2020,8,6,48,13,11,CLOUDY
1-1-1-25,2020,8,7,4,-1,2,SNOWY
1-1-1-25,2020,8,8,15,-3,7,CLOUDY
1-1-1-25,2020,8,9,39,23,10,SUNNY
1-1-1-25,2020,8,10,4,-1,11,RAINY
1-1-1-25,2020,8,11,5,-6,1,CLOUDY
1-1-1-25,2020,8,12,42,16,3,CLOUDY
1-1-1-25,2020,8,13,2,-3,4,SNOWY
1-1-1-25,2020,8,14,31,14,11,SUNNY
1-1-1-25,2020,8,15,33,11,6,SUNNY
1-1-1-25,2020,8,16,-2,-6,11,SNOWY
1-1-1-25,2020,8,17,-7,-8,11,CLOUDY
1-1-1-25,2020,8,18,19,-9,11,SUNNY
1-1-1-25,2020,8,19,44,7,6,RAINY
1-1-1-25,2020,8,20,16,-3,9,CLOUDY
1-1-1-25,2020,8,21,26,5,1,SNOWY
1-1-1-25,2020,8,22,36,30,1,RAINY
1-1-1-25,2020,8,23,9,-2,6,RAINY
1-1-1-25,2020,8,24,42,-7,5,CLOUDY
1-1-1-25,2020,8,25,20,7,5,CLOUDY
1-1-1-25,2020,8,26,2,-5,12,CLOUDY
1-1-1-25,2020,8,27,42,-2,0,RAINY
1-1-1-25,2020,8,28,28,24,7,CLOUDY
1-1-1-25,2020,9,1,22,-2,3,SUNNY
1-1-1-25,2020,9,2,-6,-7,7,SNOWY
1-1-1-25,2020,9,3,-10,-10,5,CLOUDY
1-1-1-25,2020,9,4,-1,-8,0,SNOWY
1-1-1-25,2020,9,5,13,-4,4,CLOUDY
1-1-1-25,2020,9,6,36,13,6,RAINY
1-1-1-25,2020,9,7,39,4,9,RAINY
1-1-1-25,2020,9,8,-7,-9,7,CLOUDY
1-1-1-25,2020,9,9,39,30,7,SUNNY
1-1-1-25,2020,9,10,4,-4,5,CLOUDY
1-1-1-25,2020,9,11,0,-4,8,SNOWY
1-1-1-25,2020,9,12,46,40,12,RAINY
1-1-1-25,2020,9,13,16,-9,9,SUNNY
1-1-1-25,2020,9,14,31,7,6,SUNNY
1-1-1-25,2020,9,15,32,32,7,RAINY
1-1-1-25,2020,9,16,5,-9,9,RAINY
1-1-1-25,2020,9,17,12,11,7,CLOUDY
1-1-1-25,2020,9,18,37,1,12,SNOWY
1-1-1-25,2020,9,19,8,-6,3,SUNNY
1-1-1-25,2020,9,20,18,-4,12,SUNNY
1-1-1-25,2020,9,21,-4,-8,12,SUNNY
1-1-1-25,2020,9,22,47,31,4,RAINY
1-1-1-25,2020,9,23,-5,-9,4,RAINY
1-1-1-25,2020,9,24,5,5,11,CLOUDY
1-1-1-25,2020,9,25,26,1,6,CLOUDY
1-1-1-25,2020,9,26,42,17,11,RAINY
1-1-1-25,2020,9,27,10,-2,6,SUNNY
1-1-1-25,2020,9,28,23,6,10,RAINY
1-1-1-25,2020,10,1,3,-6,3,SNOWY
1-1-1-25,2020,10,2,16,13,10,RAINY
1-1-1-25,2020,10,3,38,-4,0,SNOWY
1-1-1-25,2020,10,4,7,5,8,SNOWY
1-1-1-25,2020,10,5,16,6,8,SUNNY
1-1-1-25,2020,10,6,15,11,8,CLOUDY
1-1-1-25,2020,10,7,46,44,8,RAINY
1-1-1-25,2020,10,8,34,24,8,SNOWY
1-1-1-25,2020,10,9,30,22,8,SNOWY
1-1-1-25,2020,10,10,-2,-4,0,RAINY
1-1-1-25,2020,10,11,18,-10,7,SNOWY
1-1-1-25,2020,10,12,39,30,12,SNOWY
1-1-1-25,2020,10,13,2,-5,1,CLOUDY
1-1-1-25,2020,10,14,21,3,0,RAINY
1-1-1-25,2020,10,15,-7,-10,0,SNOWY
1-1-1-25,2020,10,16,3,3,10,SUNNY
1-1-1-25,2020,10,17,19,11,1,RAINY
1-1-1-25,2020,10,18,10,-7,9,CLOUDY
1-1-1-25,2020,10,19,-9,-10,1,SUNNY
1-1-1-25,2020,10,20,15,15,9,SNOWY
1-1-1-25,2020,10,21,19,13,2,CLOUDY
1-1-1-25,2020,10,22,10,0,10,SUNNY
1-1-1-25,2020,10,23,41,27,8,SNOWY
1-1-1-25,2020,10,24,30,-9,4,SUNNY
1-1-1-25,2020,10,25,18,16,4,CLOUDY
1-1-1-25,2020,10,26,3,-1,11,SUNNY
1-1-1-25,2020,10,27,7,3,9,RAINY
